state,district,year,population_000,income_mean,income_median,expenditure_mean,gini,poverty,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio,gdp_real_p0,google_trend_annual_avg,google_trend_yoy_change,hies_year,latest_income_mean,latest_income_median,latest_expenditure_mean,latest_gini,latest_poverty,digital_interest_trend,tourism_growth_pct,tourism_value_growth_pct,tourism_intensity,opportunity_pattern,pressure_pattern,map_join_note
Sabah,Penampang,2025,166.8,,,,,,,,,,,,,,,,2024.0,7550.0,6090.0,4234.0,0.348,5.7,not_available,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Pitas,2025,39.0,,,,,,,,,,,,,,0.0,0.0,2024.0,4121.0,2785.0,3472.0,0.411,50.0,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Putatan,2025,71.0,,,,,,,,,,,,,,0.0833333333333333,-0.1666666666666666,2024.0,7377.0,6563.0,4188.0,0.289,6.9,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Ranau,2025,89.1,,,,,,,,,,,,,,11.5,-0.3333333333333339,2024.0,5330.0,3470.0,2905.0,0.441,23.5,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Sandakan,2025,504.5,,,,,,,,,,,,,,16.25,-0.1666666666666678,2024.0,6648.0,5314.0,3677.0,0.355,15.2,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Semporna,2025,201.4,,,,,,,,,,,,,,19.166666666666668,0.1666666666666678,2024.0,5604.0,4059.0,2567.0,0.411,30.4,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Sipitang,2025,40.9,,,,,,,,,,,,,,0.0833333333333333,0.0833333333333333,2024.0,5548.0,4606.0,3341.0,0.306,15.3,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Tambunan,2025,33.7,,,,,,,,,,,,,,,,2024.0,5361.0,4854.0,3508.0,0.3,8.3,not_available,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Tawau,2025,416.4,,,,,,,,,,,,,,21.5,-1.333333333333332,2024.0,6751.0,4852.0,3182.0,0.389,13.2,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Telupid,2025,30.6,,,,,,,,,,,,,,0.0833333333333333,0.0833333333333333,2024.0,4877.0,4489.0,2659.0,0.267,22.0,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Tenom,2025,54.2,,,,,,,,,,,,,,0.125,-0.1666666666666666,2024.0,5410.0,4161.0,3504.0,0.336,12.1,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Tongod,2025,43.7,,,,,,,,,,,,,,0.0,0.0,2024.0,4090.0,3470.0,2465.0,0.344,41.5,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Tuaran,2025,142.8,,,,,,,,,,,,,,2.4166666666666665,0.25,2024.0,5388.0,4277.0,3185.0,0.342,23.7,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Asajaya,2025,35.0,,,,,,,,,,,,,,0.0,0.0,2024.0,5165.0,4447.0,3598.0,0.326,14.0,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Bau,2025,54.0,,,,,,,,,,,,,,1.6666666666666667,0.4166666666666667,2024.0,5843.0,4885.0,3965.0,0.327,6.2,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Belaga,2025,22.6,,,,,,,,,,,,,,0.0833333333333333,0.0833333333333333,2024.0,4903.0,3977.0,2757.0,0.313,13.6,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Beluru,2025,26.9,,,,,,,,,,,,,,0.0,0.0,2024.0,4927.0,4346.0,2844.0,0.238,10.1,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Betong,2025,37.2,,,,,,,,,,,,,,4.416666666666667,-0.583333333333333,2024.0,4572.0,4074.0,2877.0,0.269,7.6,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Bintulu,2025,190.1,,,,,,,,,,,,,,14.666666666666666,0.0,2024.0,10480.0,8317.0,5073.0,0.369,3.7,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Bukit Mabong,2025,10.7,,,,,,,,,,,,,,0.0,-0.0833333333333333,2024.0,3783.0,2589.0,3363.0,0.333,6.3,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Dalat,2025,21.8,,,,,,,,,,,,,,5.0,1.3333333333333337,2024.0,5416.0,4614.0,3079.0,0.355,10.1,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Daro,2025,20.3,,,,,,,,,,,,,,0.0,0.0,2024.0,4913.0,3806.0,3076.0,0.326,26.8,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Julau,2025,15.7,,,,,,,,,,,,,,0.0,0.0,2024.0,4363.0,3264.0,3401.0,0.36,26.6,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Kabong,2025,19.1,,,,,,,,,,,,,,0.0,0.0,2024.0,4136.0,3407.0,3225.0,0.289,4.5,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Kanowit,2025,25.1,,,,,,,,,,,,,,0.0,0.0,2024.0,4549.0,3511.0,3240.0,0.343,21.8,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Kapit,2025,37.2,,,,,,,,,,,,,,0.25,0.1590909090909091,2024.0,4326.0,3259.0,3683.0,0.346,15.5,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Kuching,2025,627.2,,,,,,,,,,,,,,70.25,1.9166666666666716,2024.0,8237.0,6741.0,5184.0,0.349,7.7,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Lawas,2025,38.4,,,,,,,,,,,,,,0.5,-0.1666666666666666,2024.0,5050.0,3929.0,3241.0,0.35,14.6,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Limbang,2025,46.7,,,,,,,,,,,,,,1.0,0.0,2024.0,5202.0,4060.0,3457.0,0.385,14.4,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Lubok Antu,2025,24.6,,,,,,,,,,,,,,0.0,0.0,2024.0,4820.0,4169.0,3564.0,0.311,13.0,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Lundu,2025,34.8,,,,,,,,,,,,,,0.75,-0.3333333333333332,2024.0,5170.0,3918.0,3370.0,0.345,12.9,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Maradong,2025,20.9,,,,,,,,,,,,,,0.0,0.0,2024.0,4208.0,3472.0,2864.0,0.303,16.9,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Marudi,2025,18.4,,,,,,,,,,,,,,0.0833333333333333,-0.1666666666666666,2024.0,5430.0,4519.0,2705.0,0.309,4.4,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Matu,2025,16.6,,,,,,,,,,,,,,0.0,0.0,2024.0,4417.0,3891.0,2992.0,0.308,9.1,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Miri,2025,257.7,,,,,,,,,,,,,,38.66666666666666,-1.3333333333333357,2024.0,8166.0,6600.0,4609.0,0.307,3.8,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Mukah,2025,42.7,,,,,,,,,,,,,,1.5833333333333333,-0.1666666666666667,2024.0,6373.0,5169.0,3650.0,0.34,11.9,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Pakan,2025,15.7,,,,,,,,,,,,,,0.0,0.0,2024.0,4473.0,3742.0,3444.0,0.306,14.5,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Pusa,2025,20.3,,,,,,,,,,,,,,0.0,-0.0833333333333333,2024.0,4155.0,3276.0,2736.0,0.339,14.6,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Samarahan,2025,136.6,,,,,,,,,,,,,,0.3333333333333333,-0.4166666666666667,2024.0,7965.0,6785.0,4973.0,0.322,6.3,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Saratok,2025,23.5,,,,,,,,,,,,,,0.0,0.0,2024.0,4796.0,3418.0,3127.0,0.352,5.0,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Sarikei,2025,45.2,,,,,,,,,,,,,,0.25,0.0,2024.0,5792.0,4675.0,3849.0,0.355,17.8,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Sebauh,2025,31.5,,,,,,,,,,,,,,0.0,0.0,2024.0,5726.0,4636.0,3311.0,0.295,2.9,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Selangau,2025,20.7,,,,,,,,,,,,,,0.0,0.0,2024.0,4688.0,4170.0,2947.0,0.291,17.2,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Serian,2025,88.1,,,,,,,,,,,,,,1.75,0.0,2024.0,5113.0,4082.0,3594.0,0.326,11.8,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Sibu,2025,256.4,,,,,,,,,,,,,,27.0,0.3333333333333321,2024.0,6842.0,5737.0,4490.0,0.32,6.3,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Simunjan,2025,37.3,,,,,,,,,,,,,,0.0,0.0,2024.0,4246.0,3365.0,3130.0,0.311,14.9,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Song,2025,10.4,,,,,,,,,,,,,,18.33333333333333,2.25,2024.0,4077.0,3052.0,2939.0,0.344,11.3,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Sri Aman,2025,61.3,,,,,,,,,,,,,,0.0833333333333333,0.0,2024.0,5349.0,3967.0,3378.0,0.383,6.2,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Subis,2025,55.6,,,,,,,,,,,,,,0.0,0.0,2024.0,6475.0,5531.0,3967.0,0.274,2.4,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Tanjung Manis,2025,7.9,,,,,,,,,,,,,,,,2024.0,4457.0,3837.0,2902.0,0.303,15.4,not_available,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Tatau,2025,32.2,,,,,,,,,,,,,,0.0,0.0,2024.0,5807.0,4409.0,3071.0,0.308,2.6,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Tebedu,2025,25.9,,,,,,,,,,,,,,0.0,0.0,2024.0,3375.0,3024.0,2639.0,0.249,25.8,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sarawak,Telang Usan,2025,17.4,,,,,,,,,,,,,,0.0,0.0,2024.0,4795.0,4281.0,2824.0,0.229,1.3,stable,15.775225073924,14.8517497432815,8.984747123255168,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Gombak,2025,985.4,,,,,,,,,,,,,,11.333333333333334,1.166666666666668,2024.0,14168.0,10777.0,7326.0,0.366,2.1,stable,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Klang,2025,1183.0,,,,,,,,,,,,,,26.166666666666668,-0.5833333333333321,2024.0,10912.0,8837.0,6927.0,0.299,1.0,stable,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Kuala Langat,2025,329.0,,,,,,,,,,,,,,0.0,0.0,2024.0,11714.0,10583.0,6123.0,0.16,0.3,stable,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Kuala Selangor,2025,301.6,,,,,,,,,,,,,,5.416666666666667,-0.083333333333333,2024.0,10584.0,8046.0,5974.0,0.35,1.8,stable,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Petaling,2025,2370.6,,,,,,,,,,,,,,23.166666666666668,0.3333333333333357,2024.0,14422.0,10688.0,8210.0,0.387,1.0,stable,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Sabak Bernam,2025,110.5,,,,,,,,,,,,,,0.1666666666666666,0.1666666666666666,2024.0,8033.0,6941.0,5621.0,0.268,2.7,stable,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Sepang,2025,350.4,,,,,,,,,,,,,,8.583333333333334,-0.916666666666666,2024.0,15906.0,11131.0,7676.0,0.332,0.1,stable,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Ulu Langat,2025,1516.6,,,,,,,,,,,,,,,,2024.0,13822.0,11404.0,6758.0,0.219,0.1,not_available,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Selangor,Ulu Selangor,2025,259.8,,,,,,,,,,,,,,,,2024.0,9499.0,8485.0,5425.0,0.299,0.4,not_available,5.55881580033981,10.7942238330377,4.909962881477183,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Besut,2025,167.5,,,,,,,,,,,,,,1.5,0.0,2024.0,6747.0,5820.0,4339.0,0.311,13.1,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Dungun,2025,169.9,,,,,,,,,,,,,,2.1666666666666665,0.0,2024.0,8055.0,7156.0,5833.0,0.308,4.4,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Hulu Terengganu,2025,74.8,,,,,,,,,,,,,,0.0,0.0,2022.0,5821.0,5090.0,4332.0,0.293,10.8,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Kemaman,2025,235.0,,,,,,,,,,,,,,1.0,0.0,2024.0,8973.0,7709.0,5644.0,0.319,3.5,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Kuala Nerus,2025,157.5,,,,,,,,,,,,,,0.0,0.0,2024.0,8385.0,7304.0,5498.0,0.282,1.6,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Kuala Terengganu,2025,248.4,,,,,,,,,,,,,,17.0,-0.916666666666668,2024.0,7279.0,6615.0,5264.0,0.267,4.2,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Marang,2025,128.8,,,,,,,,,,,,,,1.3333333333333333,-0.3333333333333335,2024.0,6807.0,6246.0,5141.0,0.281,7.3,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Terengganu,Setiu,2025,64.9,,,,,,,,,,,,,,0.1666666666666666,-0.0833333333333333,2024.0,6359.0,6125.0,4314.0,0.214,4.7,stable,6.92599985284283,12.0838907395808,12.411525124418043,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
W.P. Kuala Lumpur,W.P. Kuala Lumpur,2025,2074.1,,,,,,,,,,,,,,,,2022.0,13325.0,10234.0,7823.0,0.38,1.4,not_available,29.93,20.09,16.894757131842717,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
W.P. Labuan,W.P. Labuan,2025,100.9,,,,,,,,,,,,,,,,2022.0,8250.0,6904.0,4176.0,0.3,2.5,not_available,34.41,43.36,5.986124876114965,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
W.P. Putrajaya,W.P. Putrajaya,2025,120.8,,,,,,,,,,,,,,,,2022.0,13473.0,10056.0,8897.0,0.368,0.1,not_available,23.06,31.9,26.06462303231152,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
